SK_ID_CURR,AMT_INCOME_TOTAL,DAYS_BIRTH,avg_income
119231,270000,-23524,11.477639857167148
156295,135000,-11762,11.477639857167148
277473,135000,-11762,11.477639857167148
326253,135000,-11762,11.477639857167148
373589,135000,-11762,11.477639857167148
377103,135000,-11762,11.477639857167148
399119,135000,-11762,11.477639857167148
432576,126000,-10978,11.477500455456367
430710,180000,-15683,11.47739590639546
332081,171000,-14899,11.4772803543862
180427,225000,-19604,11.477249540910018
350248,112500,-9802,11.477249540910018
248432,157500,-13723,11.47708227064053
299030,157500,-13723,11.47708227064053
365755,202500,-17644,11.476989344819769
159038,99000,-8626,11.47693021099003
307805,247500,-21565,11.47693021099003
188378,135000,-11763,11.476664116296863
281818,225000,-19605,11.476664116296863
352941,135000,-11763,11.476664116296863
378997,180000,-15684,11.476664116296863
438062,135000,-11763,11.476664116296863
411149,157500,-13724,11.476245992422035
189963,225000,-19606,11.476078751402632
284997,225000,-19606,11.476078751402632
371502,180000,-15685,11.475932419509085
428249,180000,-15685,11.475932419509085
425283,202500,-17646,11.47568854131248
426216,202500,-17646,11.47568854131248
440306,135000,-11764,11.47568854131248
431459,131854.5,-11490,11.475587467362924
122299,225000,-19607,11.475493446218188
256867,157500,-13725,11.475409836065573
267277,157500,-13725,11.475409836065573
273210,157500,-13725,11.475409836065573
293759,247500,-21568,11.475333827893175
115720,180000,-15686,11.475200816014281
341839,180000,-15686,11.475200816014281
379160,180000,-15686,11.475200816014281
413839,180000,-15686,11.475200816014281
447355,148500,-12941,11.475156479406538
168697,112500,-9804,11.474908200734394
237840,112500,-9804,11.474908200734394
351677,225000,-19608,11.474908200734394
388747,225000,-19608,11.474908200734394
345713,166500,-14510,11.474844934527912
218710,135000,-11765,11.474713132171695
399819,135000,-11765,11.474713132171695
374539,157500,-13726,11.474573801544514
125871,180000,-15687,11.474469305794607
252142,202500,-17648,11.47438803263826
451738,202500,-17648,11.47438803263826
103896,225000,-19609,11.474323014942119
337876,99000,-8628,11.474269819193324
452082,99000,-8628,11.474269819193324
121696,171000,-14903,11.474199825538483
291221,171000,-14903,11.474199825538483
136594,90000,-7844,11.473737888832229
163346,157500,-13727,11.473737888832229
176645,135000,-11766,11.473737888832229
201731,180000,-15688,11.473737888832229
255027,157500,-13727,11.473737888832229
265132,135000,-11766,11.473737888832229
313712,157500,-13727,11.473737888832229
350115,225000,-19610,11.473737888832229
388382,180000,-15688,11.473737888832229
399264,135000,-11766,11.473737888832229
