SK_ID_CURR,AMT_INCOME_TOTAL,DAYS_BIRTH,avg_income
305833,189000,-19959,9.46941229520517
424918,202500,-21385,9.469254150105215
211154,180000,-19009,9.469198800568153
274083,180000,-19009,9.469198800568153
153512,157500,-16633,9.469127637828413
241385,216000,-22811,9.469115777475778
261215,135000,-14257,9.469032755839237
289772,135000,-14257,9.469032755839237
293772,135000,-14257,9.469032755839237
348560,135000,-14257,9.469032755839237
241930,171900,-18154,9.468987550952958
195649,207000,-21861,9.468917249897077
277404,112500,-11881,9.4688999242488
392295,225000,-23762,9.4688999242488
102196,180000,-19010,9.468700683850605
187432,90000,-9505,9.468700683850605
226075,126000,-13307,9.468700683850605
320882,90000,-9505,9.468700683850605
344056,90000,-9505,9.468700683850605
150259,157500,-16634,9.46855837441385
168259,157500,-16634,9.46855837441385
348829,157500,-16634,9.46855837441385
356665,103500,-10931,9.468484127710182
166402,135000,-14258,9.468368635152196
264573,135000,-14258,9.468368635152196
314075,135000,-14258,9.468368635152196
342270,135000,-14258,9.468368635152196
191775,117000,-12357,9.468317552804079
304106,99000,-10456,9.468247895944913
254691,180000,-19011,9.468202619536058
224591,211500,-22338,9.468170829975826
142066,112500,-11882,9.46810301296078
247428,112500,-11882,9.46810301296078
317766,112500,-11882,9.46810301296078
420832,112500,-11882,9.46810301296078
438021,112500,-11882,9.46810301296078
447824,225000,-23764,9.46810301296078
164999,189000,-19962,9.467989179440938
260679,189000,-19962,9.467989179440938
323535,157500,-16635,9.467989179440938
356421,157500,-16635,9.467989179440938
249538,202500,-21388,9.467925939779315
358376,139500,-14734,9.46789738020904
181499,180000,-19012,9.467704607616243
315872,180000,-19012,9.467704607616243
441289,135000,-14259,9.467704607616243
252861,148500,-15685,9.467644246094995
138709,112500,-11883,9.467306235799041
189918,112500,-11883,9.467306235799041
241235,112500,-11883,9.467306235799041
283489,225000,-23766,9.467306235799041
376987,112500,-11883,9.467306235799041
215648,180000,-19013,9.467206648082891
108085,108000,-11408,9.46704067321178
123323,135000,-14260,9.46704067321178
180211,135000,-14260,9.46704067321178
200130,202500,-21390,9.46704067321178
291694,135000,-14260,9.46704067321178
293018,135000,-14260,9.46704067321178
267306,171000,-18063,9.466865969108122
126805,157500,-16637,9.466850994770692
211776,157500,-16637,9.466850994770692
443624,157500,-16637,9.466850994770692
445363,157500,-16637,9.466850994770692
117039,144000,-15211,9.466833212806522
114537,180000,-19014,9.466708740927738
318053,90000,-9507,9.466708740927738
336130,202500,-21391,9.466598102005516
226216,112500,-11884,9.46650959272972
366223,112500,-11884,9.46650959272972
392249,112500,-11884,9.46650959272972
419621,112500,-11884,9.46650959272972
109506,135000,-14261,9.46637683191922
254282,135000,-14261,9.46637683191922
369865,135000,-14261,9.46637683191922
454930,135000,-14261,9.46637683191922
257627,121500,-12835,9.466303077522399
268468,157500,-16638,9.466282005048683
278598,157500,-16638,9.466282005048683
153132,180000,-19016,9.465713083718974
237837,202500,-21393,9.465713083718974
331264,157500,-16639,9.465713083718974
333732,135000,-14262,9.465713083718974
358073,135000,-14262,9.465713083718974
362729,135000,-14262,9.465713083718974
398823,202500,-21393,9.465713083718974
417805,225000,-23770,9.465713083718974
295464,225000,-23771,9.46531487947499
272598,202500,-21394,9.465270636627091
261172,157500,-16640,9.46514423076923
334126,157500,-16640,9.46514423076923
141193,135000,-14263,9.46504942859146
292893,135000,-14263,9.46504942859146
186096,112500,-11886,9.464916708732963
343240,112500,-11886,9.464916708732963
360081,112500,-11886,9.464916708732963
135064,202500,-21395,9.464828230895069
171419,202500,-21395,9.464828230895069
440223,121500,-12837,9.464828230895069
182958,157500,-16641,9.464575446187128
388996,157500,-16641,9.464575446187128
100086,135000,-14264,9.464385866517105
121667,202500,-21396,9.464385866517105
352842,135000,-14264,9.464385866517105
418128,135000,-14264,9.464385866517105
149694,180000,-19019,9.46421999053578
175053,159376.5,-16840,9.46416270783848
238418,112500,-11887,9.464120467737866
442395,112500,-11887,9.464120467737866
136270,157500,-16642,9.46400672996034
271379,236250,-24963,9.46400672996034
447010,157500,-16642,9.46400672996034
166561,202500,-21397,9.463943543487405
262124,180000,-19020,9.46372239747634
