SK_ID_CURR,AMT_INCOME_TOTAL,DAYS_BIRTH,avg_income
441362,126000,-16242,7.757665312153676
330817,180000,-23203,7.757617549454812
395040,180000,-23203,7.757617549454812
249932,112500,-14502,7.75755068266446
323828,112500,-14502,7.75755068266446
449596,112500,-14502,7.75755068266446
398413,157500,-20303,7.757474264886962
427550,157500,-20303,7.757474264886962
297253,103500,-13342,7.757457652525858
378515,99000,-12762,7.757404795486601
148274,144000,-18563,7.757366804934547
421377,144000,-18563,7.757366804934547
124412,135000,-17403,7.757283227029823
173162,135000,-17403,7.757283227029823
359670,180000,-23204,7.757283227029823
147639,126000,-16243,7.7571877116296255
363946,162000,-20884,7.757134648534763
330727,157500,-20304,7.75709219858156
113699,112500,-14503,7.7570157898365855
139611,112500,-14503,7.7570157898365855
144975,112500,-14503,7.7570157898365855
426939,112500,-14503,7.7570157898365855
278988,180000,-23205,7.756948933419522
307240,180000,-23205,7.756948933419522
444443,135000,-17404,7.756837508618708
150758,166500,-21465,7.756813417190775
101850,157500,-20305,7.75671016990889
354762,157500,-20305,7.75671016990889
141375,180000,-23206,7.756614668620184
209232,180000,-23206,7.756614668620184
282307,180000,-23206,7.756614668620184
343487,90000,-11603,7.756614668620184
417959,90000,-11603,7.756614668620184
103402,112500,-14504,7.756480970766685
116838,112500,-14504,7.756480970766685
153954,112500,-14504,7.756480970766685
150034,166500,-21466,7.756452063728688
311856,135000,-17405,7.756391841424878
350463,135000,-17405,7.756391841424878
431344,103500,-13344,7.756294964028777
130704,180000,-23207,7.7562804326280865
182914,76500,-9863,7.756260772584406
121088,126000,-16245,7.756232686980609
261148,126000,-16245,7.756232686980609
254066,121500,-15665,7.756144270667092
399068,144000,-18566,7.756113325433589
198876,166500,-21467,7.756090743932548
264108,117000,-15085,7.7560490553529995
102096,135000,-17406,7.755946225439503
124318,90000,-11604,7.755946225439503
161639,180000,-23208,7.755946225439503
196714,112500,-14505,7.755946225439503
237339,90000,-11604,7.755946225439503
418629,180000,-23208,7.755946225439503
212849,85500,-11024,7.755805515239477
187725,63000,-8123,7.755755262833929
262148,126000,-16246,7.755755262833929
325912,81000,-10444,7.755649176560705
335455,81000,-10444,7.755649176560705
323163,180000,-23209,7.755612047050713
224287,99000,-12765,7.755581668625147
136209,157500,-20308,7.755564309631672
217549,157500,-20308,7.755564309631672
351860,175500,-22629,7.755534933050511
291077,135000,-17407,7.75550066065376
419715,135000,-17407,7.75550066065376
438739,135000,-17407,7.75550066065376
161740,166500,-21469,7.755368205319297
373010,166500,-21469,7.755368205319297
182559,90000,-11605,7.755277897457992
237554,180000,-23210,7.755277897457992
381528,126000,-16247,7.755277897457992
452346,90000,-11605,7.755277897457992
217952,157500,-20309,7.755182431434339
268018,157500,-20309,7.755182431434339
385266,157500,-20309,7.755182431434339
197301,121500,-15667,7.755154145656475
135875,67500,-8704,7.755055147058823
147616,135000,-17408,7.755055147058823
451095,135000,-17408,7.755055147058823
189864,180000,-23211,7.754943776657619
411181,180000,-23211,7.754943776657619
136081,112500,-14507,7.754876955952299
255015,112500,-14507,7.754876955952299
279539,112500,-14507,7.754876955952299
213985,126000,-16248,7.75480059084195
325549,126000,-16248,7.75480059084195
149455,108000,-13927,7.754721045451282
109444,135000,-17409,7.754609684645873
116092,90000,-11606,7.754609684645873
130131,90000,-11606,7.754609684645873
216512,135000,-17409,7.754609684645873
278190,180000,-23212,7.754609684645873
280712,90000,-11606,7.754609684645873
449805,135000,-17409,7.754609684645873
326829,144000,-18570,7.754442649434572
184070,157500,-20311,7.754418787848949
236999,157500,-20311,7.754418787848949
297441,157500,-20311,7.754418787848949
421095,99000,-12767,7.754366726717318
113819,180000,-23213,7.7542756214190325
278896,180000,-23213,7.7542756214190325
205701,162000,-20892,7.754164273406088
240277,135000,-17410,7.754164273406088
299498,135000,-17410,7.754164273406088
444277,81000,-10446,7.754164273406088
415216,132750,-17120,7.754088785046729
441641,171000,-22053,7.754047068426065
188920,180000,-23214,7.7539415869733785
436987,180000,-23214,7.7539415869733785
306552,99000,-12768,7.753759398496241
203768,135000,-17411,7.753718913330653
214509,180000,-23215,7.75360758130519
308705,108000,-13929,7.75360758130519
161373,117000,-15090,7.753479125248509
278880,117000,-15090,7.753479125248509
163438,90000,-11608,7.753273604410751
168342,180000,-23216,7.753273604410751
194488,157500,-20314,7.753273604410751
267177,157500,-20314,7.753273604410751
273464,67500,-8706,7.753273604410751
350478,157500,-20314,7.753273604410751
376609,90000,-11608,7.753273604410751
414091,157500,-20314,7.753273604410751
423984,90000,-11608,7.753273604410751
100628,121500,-15671,7.753174653819157
199360,180000,-23217,7.752939656286342
135614,157500,-20315,7.752891951759784
220224,94500,-12189,7.752891951759784
280373,166500,-21476,7.752840379959024
156387,135000,-17413,7.752828346637569
428402,135000,-17413,7.752828346637569
394982,112500,-14511,7.752739301219765
253617,121500,-15672,7.752679938744257
389641,180000,-23218,7.7526057369282455
424655,180000,-23218,7.7526057369282455
320102,99000,-12770,7.7525450274079875
401883,126000,-16253,7.752414938780533
108843,135000,-17414,7.752383140002297
163905,67500,-8707,7.752383140002297
415805,180000,-23219,7.752271846332745
436689,180000,-23219,7.752271846332745
206951,112500,-14512,7.752205071664829
223355,112500,-14512,7.752205071664829
122756,135000,-17415,7.751937984496124
125840,90000,-11610,7.751937984496124
140820,135000,-17415,7.751937984496124
171562,135000,-17415,7.751937984496124
209691,90000,-11610,7.751937984496124
243923,90000,-11610,7.751937984496124
308529,90000,-11610,7.751937984496124
329415,135000,-17415,7.751937984496124
348277,135000,-17415,7.751937984496124
438545,171000,-22059,7.751937984496124
267733,112500,-14513,7.751670915730724
371168,112500,-14513,7.751670915730724
441738,112500,-14513,7.751670915730724
339779,76500,-9869,7.7515452426790965
106676,135000,-17416,7.751492880110243
172601,135000,-17416,7.751492880110243
195763,135000,-17416,7.751492880110243
203217,67500,-8708,7.751492880110243
297950,135000,-17416,7.751492880110243
326656,135000,-17416,7.751492880110243
336860,67500,-8708,7.751492880110243
393907,135000,-17416,7.751492880110243
425545,67500,-8708,7.751492880110243
256741,126000,-16255,7.7514610888957245
112550,157500,-20319,7.751365716816773
247109,130500,-16836,7.751247327156094
444850,171000,-22061,7.751235211459136
270952,121500,-15675,7.751196172248804
396488,112500,-14514,7.751136833402232
141955,135000,-17417,7.75104782683585
192241,135000,-17417,7.75104782683585
220593,135000,-17417,7.75104782683585
264507,135000,-17417,7.75104782683585
347918,189000,-24384,7.750984251968504
368482,157500,-20320,7.750984251968504
182393,180000,-23223,7.75093657150239
351494,180000,-23223,7.75093657150239
133731,135000,-17418,7.75060282466414
134249,90000,-11612,7.75060282466414
169589,157500,-20321,7.75060282466414
182495,135000,-17418,7.75060282466414
229199,112500,-14515,7.75060282466414
233061,112500,-14515,7.75060282466414
293058,112500,-14515,7.75060282466414
328916,135000,-17418,7.75060282466414
332286,135000,-17418,7.75060282466414
359890,90000,-11612,7.75060282466414
403126,180000,-23224,7.75060282466414
420768,90000,-11612,7.75060282466414
440355,157500,-20321,7.75060282466414
307655,126000,-16257,7.750507473703635
316830,126000,-16257,7.750507473703635
388142,177750,-22934,7.75050143891166
434230,166500,-21483,7.750314201927105
451340,166500,-21483,7.750314201927105
153083,135000,-17419,7.750157873586314
172709,135000,-17419,7.750157873586314
185482,135000,-17419,7.750157873586314
195765,135000,-17419,7.750157873586314
322415,135000,-17419,7.750157873586314
234419,112500,-14516,7.75006888950124
317977,112500,-14516,7.75006888950124
331677,112500,-14516,7.75006888950124
390681,112500,-14516,7.75006888950124
424759,112500,-14516,7.75006888950124
179614,166500,-21484,7.749953453733011
251611,90000,-11613,7.749935417204856
257776,180000,-23226,7.749935417204856
355173,90000,-11613,7.749935417204856
440842,180000,-23226,7.749935417204856
451250,90000,-11613,7.749935417204856
179496,157500,-20323,7.749840082664961
227187,171000,-22065,7.749830047586676
188236,149850,-19336,7.749793131981796
115601,135000,-17420,7.749712973593571
136067,135000,-17420,7.749712973593571
141968,135000,-17420,7.749712973593571
143749,135000,-17420,7.749712973593571
218553,135000,-17420,7.749712973593571
268285,180000,-23227,7.749601756576398
384623,180000,-23227,7.749601756576398
342830,166500,-21485,7.749592739120317
125812,112500,-14517,7.749535027898326
347775,112500,-14517,7.749535027898326
145326,144000,-18582,7.749434937035841
332435,148500,-19163,7.749308563377342
102121,135000,-17421,7.749268124677114
187227,135000,-17421,7.749268124677114
199349,90000,-11614,7.749268124677114
214604,135000,-17421,7.749268124677114
269888,135000,-17421,7.749268124677114
376923,180000,-23228,7.749268124677114
385833,90000,-11614,7.749268124677114
176244,121500,-15679,7.749218700172205
340972,76500,-9872,7.7491896272285254
237911,157500,-20325,7.749077490774908
371640,126000,-16260,7.749077490774908
313661,112500,-14518,7.749001239840198
372964,112500,-14518,7.749001239840198
118908,162000,-20906,7.74897158710418
398633,81000,-10453,7.74897158710418
422882,166500,-21487,7.748871410620375
317091,117000,-15099,7.748857540234453
195471,67500,-8711,7.748823326828148
237033,135000,-17422,7.748823326828148
279375,135000,-17422,7.748823326828148
350138,135000,-17422,7.748823326828148
371604,67500,-8711,7.748823326828148
223299,157500,-20326,7.748696251106956
257284,157500,-20326,7.748696251106956
346701,157500,-20326,7.748696251106956
124618,144000,-18584,7.7486009470512265
198255,90000,-11615,7.7486009470512265
436546,166500,-21488,7.748510796723753
115036,135000,-17423,7.748378580037881
131346,135000,-17423,7.748378580037881
218783,135000,-17423,7.748378580037881
240750,135000,-17423,7.748378580037881
419975,157500,-20327,7.748315048949673
146661,137250,-17714,7.748108840465169
383878,108000,-13939,7.7480450534471625
142133,175500,-22651,7.748002295704384
116640,180000,-23232,7.74793388429752
133568,90000,-11616,7.74793388429752
216233,90000,-11616,7.74793388429752
224388,90000,-11616,7.74793388429752
256043,67500,-8712,7.74793388429752
297427,157500,-20328,7.74793388429752
332330,157500,-20328,7.74793388429752
394421,112500,-14520,7.74793388429752
395016,112500,-14520,7.74793388429752
419860,180000,-23232,7.74793388429752
190486,162000,-20909,7.747859773303362
162498,94500,-12197,7.747806837746987
342854,171000,-22071,7.747723256762267
348390,126000,-16263,7.74764803541782
143411,157500,-20329,7.747552757144965
101988,135000,-17425,7.747489239598278
110229,135000,-17425,7.747489239598278
114059,135000,-17425,7.747489239598278
148439,135000,-17425,7.747489239598278
228363,135000,-17425,7.747489239598278
272981,166500,-21491,7.747429156391047
107224,112500,-14521,7.747400316782591
120661,112500,-14521,7.747400316782591
294611,112500,-14521,7.747400316782591
175948,180000,-23234,7.74726693638633
231165,90000,-11617,7.74726693638633
396387,180000,-23234,7.74726693638633
261515,99000,-12779,7.747085061428907
353189,99000,-12779,7.747085061428907
100695,135000,-17426,7.747044645931367
256556,135000,-17426,7.747044645931367
360730,135000,-17426,7.747044645931367
415211,135000,-17426,7.747044645931367
285840,144000,-18588,7.746933505487411
125791,112500,-14522,7.746866822751687
150568,112500,-14522,7.746866822751687
232402,112500,-14522,7.746866822751687
379679,112500,-14522,7.746866822751687
131386,157500,-20331,7.746790615316511
204332,157500,-20331,7.746790615316511
418393,157500,-20331,7.746790615316511
265236,81000,-10456,7.746748278500383
436085,81000,-10456,7.746748278500383
164545,166500,-21493,7.7467082305867025
388804,126000,-16265,7.746695358130956
116350,90000,-11618,7.746600103288001
120573,90000,-11618,7.746600103288001
185705,135000,-17427,7.746600103288001
271530,135000,-17427,7.746600103288001
323226,180000,-23236,7.746600103288001
347472,90000,-11618,7.746600103288001
445712,135000,-17427,7.746600103288001
117342,139500,-18008,7.7465570857396715
255267,99000,-12780,7.746478873239437
224281,112500,-14523,7.74633340218963
253917,112500,-14523,7.74633340218963
256106,112500,-14523,7.74633340218963
