SK_ID_CURR,AMT_INCOME_TOTAL,DAYS_BIRTH,avg_income
153282,180000,-12718,14.153168737222833
188702,180000,-12718,14.153168737222833
285080,270000,-19077,14.153168737222833
436002,180000,-12718,14.153168737222833
149146,202500,-14308,14.152921442549623
162283,207000,-14626,14.152878435662519
201137,225000,-15898,14.152723613033086
358837,247500,-17488,14.15256175663312
122684,135000,-9539,14.152426879127791
147971,135000,-9539,14.152426879127791
153102,270000,-19078,14.152426879127791
169451,135000,-9539,14.152426879127791
240317,135000,-9539,14.152426879127791
324065,135000,-9539,14.152426879127791
291328,139500,-9857,14.152379019985798
385497,157500,-11129,14.15221493395633
170797,180000,-12719,14.15205597924365
136280,225000,-15899,14.151833448644568
176765,225000,-15899,14.151833448644568
299301,225000,-15899,14.151833448644568
178208,238500,-16853,14.151783065329615
126326,247500,-17489,14.151752530161817
331015,247500,-17489,14.151752530161817
411903,261000,-18443,14.151710676137288
266296,205650,-14532,14.151527663088357
115895,225000,-15900,14.150943396226415
123962,202500,-14310,14.150943396226415
133345,135000,-9540,14.150943396226415
198154,157500,-11130,14.150943396226415
200356,202500,-14310,14.150943396226415
228693,189000,-13356,14.150943396226415
268055,157500,-11130,14.150943396226415
297668,225000,-15900,14.150943396226415
316921,157500,-11130,14.150943396226415
347387,144000,-10176,14.150943396226415
353531,144000,-10176,14.150943396226415
361288,157500,-11130,14.150943396226415
398964,193500,-13674,14.150943396226415
423630,180000,-12720,14.150943396226415
450542,157500,-11130,14.150943396226415
454660,157500,-11130,14.150943396226415
455119,202500,-14310,14.150943396226415
455384,225000,-15900,14.150943396226415
223475,292500,-20671,14.150258816699724
112181,225000,-15901,14.150053455757499
297169,225000,-15901,14.150053455757499
396551,225000,-15901,14.150053455757499
311218,207000,-14629,14.14997607491968
215765,202500,-14311,14.149954580392706
382753,202500,-14311,14.149954580392706
198564,180000,-12721,14.149830988129864
237891,180000,-12721,14.149830988129864
284108,180000,-12721,14.149830988129864
430513,180000,-12721,14.149830988129864
185735,175500,-12403,14.149802467145046
103103,171000,-12085,14.149772445179975
410851,297315,-21012,14.14977155910908
230997,157500,-11131,14.149672086964333
341258,157500,-11131,14.149672086964333
370592,157500,-11131,14.149672086964333
131960,135000,-9541,14.149460224295147
139781,135000,-9541,14.149460224295147
225769,270000,-19082,14.149460224295147
364200,270000,-19082,14.149460224295147
388741,135000,-9541,14.149460224295147
