SK_ID_CURR,AMT_INCOME_TOTAL,DAYS_BIRTH,avg_income
113169,99000,-16221,6.103199556130941
256717,112500,-18433,6.103184506048934
410199,112500,-18433,6.103184506048934
422135,112500,-18433,6.103184506048934
116250,67500,-11060,6.1030741410488245
160145,67500,-11060,6.1030741410488245
223809,90000,-14747,6.102936190411609
228213,90000,-14747,6.102936190411609
436177,112500,-18434,6.102853423022675
122497,135000,-22121,6.102798246010578
266593,135000,-22121,6.102798246010578
184547,135000,-22122,6.102522375915378
238048,135000,-22122,6.102522375915378
389247,112500,-18435,6.102522375915378
443424,135000,-22122,6.102522375915378
456062,135000,-22122,6.102522375915378
221441,144000,-23597,6.102470653049116
407320,85500,-14011,6.102348155021055
248376,126000,-20648,6.1022859356838435
408950,135000,-22123,6.102246530759842
144720,72000,-11799,6.102212051868802
205858,112500,-18436,6.102191364721198
237489,112500,-18436,6.102191364721198
393074,112500,-18436,6.102191364721198
400689,81000,-13274,6.102154587916227
287200,117000,-19174,6.102013142797539
349318,126000,-20649,6.101990411157925
422397,126000,-20649,6.101990411157925
427480,94500,-15487,6.10189190934332
135465,112500,-18437,6.1018603894342895
287884,112500,-18437,6.1018603894342895
442428,121500,-19912,6.101848131779831
382588,135000,-22125,6.101694915254237
400948,135000,-22125,6.101694915254237
440950,90000,-14750,6.101694915254237
211459,112500,-18438,6.101529450048813
309504,112500,-18438,6.101529450048813
411927,112500,-18438,6.101529450048813
431888,112500,-18438,6.101529450048813
114611,135000,-22126,6.101419144897406
305553,126000,-20651,6.101399447968621
281480,81000,-13276,6.101235311840916
302605,81000,-13276,6.101235311840916
379254,121500,-19914,6.101235311840916
325030,112500,-18439,6.1011985465589245
178257,135000,-22127,6.101143399466715
172916,96750,-15858,6.101021566401816
399789,121500,-19915,6.100928948029123
452466,121500,-19915,6.100928948029123
120634,135000,-22128,6.100867678958785
170008,135000,-22128,6.100867678958785
211215,112500,-18440,6.100867678958785
353222,112500,-18440,6.100867678958785
417720,90000,-14752,6.100867678958785
455009,112500,-18440,6.100867678958785
321794,103500,-16965,6.10079575596817
272877,81000,-13277,6.100775777660616
308489,139500,-22866,6.100760955129887
378812,144000,-23604,6.100660904931368
108444,60750,-9958,6.100622614982928
247780,135000,-22129,6.100591983370238
254082,135000,-22129,6.100591983370238
403736,135000,-22129,6.100591983370238
405495,135000,-22129,6.100591983370238
290700,49500,-8114,6.100566921370471
207846,112500,-18441,6.100536847242557
280937,112500,-18441,6.100536847242557
441445,126000,-20654,6.100513217778638
285421,90000,-14753,6.100454144919677
296837,90000,-14753,6.100454144919677
444436,90000,-14753,6.100454144919677
129326,67500,-11065,6.100316312697696
134055,94500,-15491,6.100316312697696
351101,135000,-22130,6.100316312697696
415256,112500,-18442,6.100206051404403
236449,144000,-23606,6.100144031178514
126034,135000,-22131,6.10004066693778
419631,90000,-14754,6.10004066693778
192317,112500,-18443,6.099875291438486
149238,135000,-22132,6.099765046087113
278883,135000,-22132,6.099765046087113
426553,135000,-22132,6.099765046087113
381900,126000,-20657,6.099627245001694
396679,112500,-18444,6.099544567338972
452436,112500,-18444,6.099544567338972
181028,135000,-22133,6.099489450142322
366299,135000,-22133,6.099489450142322
123402,90000,-14756,6.099213879100027
300237,90000,-14756,6.099213879100027
359891,135000,-22134,6.099213879100027
421194,135000,-22134,6.099213879100027
379152,117000,-19183,6.0991502893186675
437651,94500,-15494,6.09913514908997
189867,126000,-20659,6.099036739435597
344316,126000,-20659,6.099036739435597
170708,135000,-22135,6.098938332956855
318928,135000,-22135,6.098938332956855
354162,135000,-22135,6.098938332956855
114953,112500,-18446,6.098883226715819
341920,112500,-18446,6.098883226715819
396489,112500,-18446,6.098883226715819
413637,90000,-14757,6.098800569221386
105310,67500,-11068,6.098662811709433
135045,135000,-22136,6.098662811709433
241814,135000,-22136,6.098662811709433
313664,67500,-11068,6.098662811709433
361749,135000,-22136,6.098662811709433
326800,121500,-19923,6.098479144707122
347687,135000,-22137,6.098387315354384
356007,135000,-22137,6.098387315354384
296384,104202,-17087,6.098320360507988
174463,112500,-18448,6.098222029488292
278593,112500,-18448,6.098222029488292
351894,121500,-19924,6.098173057618952
216662,126000,-20662,6.098151195431226
291932,126000,-20662,6.098151195431226
281641,130500,-21400,6.098130841121495
212538,148500,-24352,6.098061760840999
360070,90000,-14759,6.0979741174876345
425947,90000,-14759,6.0979741174876345
157598,112500,-18449,6.097891484633314
163537,112500,-18449,6.097891484633314
191260,112500,-18449,6.097891484633314
214752,112500,-18449,6.097891484633314
450907,112500,-18449,6.097891484633314
381666,121500,-19925,6.097867001254705
418984,121500,-19925,6.097867001254705
105378,135000,-22139,6.097836397307918
358882,135000,-22139,6.097836397307918
220831,103500,-16974,6.097560975609756
380872,112500,-18450,6.097560975609756
386173,67500,-11070,6.097560975609756
396456,112500,-18450,6.097560975609756
408217,135000,-22140,6.097560975609756
175550,135000,-22141,6.097285578790479
248136,135000,-22141,6.097285578790479
309660,135000,-22141,6.097285578790479
191996,126000,-20665,6.0972659085410115
125308,99000,-16237,6.097185440660221
125154,90000,-14761,6.097147889709369
114600,67500,-11071,6.097010206846717
119726,135000,-22142,6.097010206846717
196459,67500,-11071,6.097010206846717
397144,67500,-11071,6.097010206846717
451898,135000,-22142,6.097010206846717
137275,82413,-13517,6.096988976843974
176816,63000,-10333,6.096970870028065
334558,126000,-20666,6.096970870028065
118899,121500,-19928,6.096949016459253
101054,112500,-18452,6.0969000650336005
158393,112500,-18452,6.0969000650336005
344224,112500,-18452,6.0969000650336005
157889,135000,-22143,6.096734859775098
201194,135000,-22143,6.096734859775098
136379,121500,-19929,6.0966430829444525
267077,119250,-19560,6.096625766871166
128196,112500,-18453,6.096569663469355
209088,112500,-18453,6.096569663469355
291994,112500,-18453,6.096569663469355
300784,112500,-18453,6.096569663469355
144214,67500,-11072,6.096459537572255
175558,135000,-22144,6.096459537572255
436203,135000,-22144,6.096459537572255
122624,121500,-19930,6.0963371801304564
277240,90000,-14763,6.09632188579557
207796,144000,-23621,6.096270267981881
211743,144000,-23621,6.096270267981881
227318,112500,-18454,6.0962392977132325
193503,139500,-22883,6.096228641349473
116769,81000,-13287,6.096184240234816
156875,135000,-22145,6.096184240234816
240696,67500,-11073,6.0959089677594145
282110,112500,-18455,6.0959089677594145
379401,135000,-22146,6.0959089677594145
381866,112500,-18455,6.0959089677594145
419732,90000,-14764,6.0959089677594145
438930,90000,-14764,6.0959089677594145
455001,108000,-17717,6.095840153524863
385821,85500,-14026,6.095822044773991
100007,121500,-19932,6.095725466586393
272181,121500,-19932,6.095725466586393
393021,121500,-19932,6.095725466586393
250529,53685,-8807,6.095719314181901
317334,139500,-22885,6.095695870657636
406343,135000,-22147,6.095633720142683
297623,76500,-12550,6.095617529880478
385664,76500,-12550,6.095617529880478
105990,112500,-18456,6.0955786736020805
166395,112500,-18456,6.0955786736020805
419561,112500,-18456,6.0955786736020805
102433,90000,-14765,6.095496105655266
112848,126000,-20671,6.095496105655266
393739,144000,-23624,6.095496105655266
134957,135000,-22148,6.095358497381254
228528,135000,-22148,6.095358497381254
362513,135000,-22148,6.095358497381254
433212,67500,-11074,6.095358497381254
343785,63000,-10336,6.095201238390093
196933,135000,-22149,6.095083299471759
212995,90000,-14766,6.095083299471759
215802,135000,-22149,6.095083299471759
336347,90000,-14766,6.095083299471759
396987,90000,-14766,6.095083299471759
294645,130500,-21411,6.094997898276587
119086,144000,-23626,6.094980106662152
362490,99000,-16243,6.094933201994706
311311,112500,-18458,6.094918192653592
444506,112500,-18458,6.094918192653592
256310,139500,-22888,6.094896889199581
261156,135000,-22150,6.094808126410835
343909,135000,-22150,6.094808126410835
347228,81000,-13290,6.094808126410835
455906,130500,-21412,6.094713244909396
175526,90000,-14767,6.094670549197535
327804,90000,-14767,6.094670549197535
121476,112500,-18459,6.094588005850804
232336,135000,-22151,6.094532978195115
264047,135000,-22151,6.094532978195115
393050,135000,-22151,6.094532978195115
109514,123750,-20306,6.094257854821235
116618,90000,-14768,6.094257854821235
276070,135000,-22152,6.094257854821235
306482,90000,-14768,6.094257854821235
370946,90000,-14768,6.094257854821235
404828,135000,-22152,6.094257854821235
449974,112500,-18460,6.094257854821235
450338,67500,-11076,6.094257854821235
324395,108000,-17722,6.094120302448934
181967,126000,-20676,6.094022054556007
367459,135000,-22153,6.09398275628583
194671,112500,-18461,6.093927739559071
256560,112500,-18461,6.093927739559071
301989,112500,-18461,6.093927739559071
111480,90000,-14769,6.0938452163315056
149720,90000,-14769,6.0938452163315056
249201,90000,-14769,6.0938452163315056
286199,90000,-14769,6.0938452163315056
348161,90000,-14769,6.0938452163315056
407287,90000,-14769,6.0938452163315056
199412,58500,-9600,6.09375
108582,135000,-22154,6.093707682585538
314662,76500,-12554,6.093675322606341
306512,112500,-18462,6.0935976600584985
232596,121500,-19939,6.093585435578515
104448,135000,-22155,6.0934326337169935
107770,90000,-14770,6.0934326337169935
123719,90000,-14770,6.0934326337169935
239296,135000,-22155,6.0934326337169935
257898,90000,-14770,6.0934326337169935
272385,90000,-14770,6.0934326337169935
287676,135000,-22155,6.0934326337169935
373509,126000,-20678,6.0934326337169935
397779,117000,-19201,6.0934326337169935
442755,99000,-16247,6.0934326337169935
246443,112500,-18463,6.0932676163137085
261593,144000,-23633,6.093174797952016
108907,135000,-22156,6.093157609676837
143288,135000,-22156,6.093157609676837
228607,135000,-22156,6.093157609676837
363968,135000,-22156,6.093157609676837
375401,135000,-22156,6.093157609676837
433323,135000,-22156,6.093157609676837
441484,99000,-16248,6.0930576070901035
102721,90000,-14771,6.093020106966353
185124,90000,-14771,6.093020106966353
380394,90000,-14771,6.093020106966353
447487,90000,-14771,6.093020106966353
446610,96750,-15879,6.092952956735311
211651,112500,-18464,6.09293760831889
309306,112500,-18464,6.09293760831889
440409,112500,-18464,6.09293760831889
423837,76500,-12556,6.09270468302007
109769,90000,-14772,6.092607636068237
148664,90000,-14772,6.092607636068237
186758,135000,-22158,6.092607636068237
208338,135000,-22158,6.092607636068237
253808,90000,-14772,6.092607636068237
292190,90000,-14772,6.092607636068237
334602,112500,-18465,6.092607636068237
357011,135000,-22158,6.092607636068237
410118,135000,-22158,6.092607636068237
412294,90000,-14772,6.092607636068237
451807,135000,-22158,6.092607636068237
387330,126000,-20681,6.092548716212949
331556,121500,-19943,6.092363235220378
101454,135000,-22159,6.092332686493073
119426,135000,-22159,6.092332686493073
126264,135000,-22159,6.092332686493073
177948,135000,-22159,6.092332686493073
226517,135000,-22159,6.092332686493073
271761,135000,-22159,6.092332686493073
135693,112500,-18466,6.0922776995559405
319550,112500,-18466,6.0922776995559405
376294,112500,-18466,6.0922776995559405
377077,112500,-18466,6.0922776995559405
157669,76500,-12557,6.092219479174962
359443,90000,-14773,6.092195221011305
140942,135000,-22160,6.092057761732852
151663,67500,-11080,6.092057761732852
152238,135000,-22160,6.092057761732852
245248,148500,-24376,6.092057761732852
282224,135000,-22160,6.092057761732852
404285,67500,-11080,6.092057761732852
406335,67500,-11080,6.092057761732852
410700,135000,-22160,6.092057761732852
427600,108000,-17728,6.092057761732852
173523,99000,-16251,6.09193280413513
265357,72000,-11819,6.09188594635756
445108,144000,-23638,6.09188594635756
438086,117000,-19206,6.091846298031865
291814,144000,-23639,6.091628241465375
221427,112500,-18468,6.091617933723197
311897,112500,-18468,6.091617933723197
308548,81000,-13297,6.091599608934346
370945,81000,-13297,6.091599608934346
229819,135000,-22162,6.091507986643805
235277,135000,-22162,6.091507986643805
334005,67500,-11081,6.091507986643805
118664,90000,-14775,6.091370558375634
159978,54000,-8865,6.091370558375634
185439,90000,-14775,6.091370558375634
282486,90000,-14775,6.091370558375634
395322,112500,-18469,6.0912881043911415
238878,76500,-12559,6.091249303288478
301015,135000,-22163,6.0912331363082615
425889,135000,-22163,6.0912331363082615
226482,81000,-13298,6.091141525041359
191557,103500,-16992,6.091101694915254
168832,90000,-14776,6.090958310774228
207654,112500,-18470,6.090958310774228
291297,135000,-22164,6.090958310774228
321080,112500,-18470,6.090958310774228
401588,112500,-18470,6.090958310774228
139547,139500,-22903,6.09090512159979
255076,144000,-23642,6.090855257592421
214212,121500,-19948,6.090836174052536
186773,126000,-20687,6.09078165031179
121158,103500,-16993,6.090743247219443
150479,103500,-16993,6.090743247219443
192124,135000,-22165,6.090683510038349
324360,135000,-22165,6.090683510038349
232532,112500,-18471,6.090628552866656
130327,90000,-14777,6.090546118968668
280016,90000,-14777,6.090546118968668
185005,63000,-10344,6.090487238979119
389767,67500,-11083,6.090408734097266
406241,135000,-22166,6.090408734097266
426411,135000,-22166,6.090408734097266
343571,103500,-16994,6.090384841708838
203243,139500,-22905,6.090373280943026
438190,112500,-18472,6.090298830662625
441752,112500,-18472,6.090298830662625
136507,135000,-22167,6.090133982947624
216601,90000,-14778,6.090133982947624
393438,135000,-22167,6.090133982947624
441831,90000,-14778,6.090133982947624
221533,128250,-21059,6.09003276508856
271708,112500,-18473,6.089969144156337
297812,112500,-18473,6.089969144156337
369297,112500,-18473,6.089969144156337
255301,67500,-11084,6.08985925658607
286022,135000,-22168,6.08985925658607
254330,90000,-14779,6.089721902699777
341155,90000,-14779,6.089721902699777
371419,90000,-14779,6.089721902699777
404693,90000,-14779,6.089721902699777
138979,108000,-17735,6.089653228080068
375307,112500,-18474,6.089639493341994
242013,117000,-19213,6.0896268151772235
394024,117000,-19213,6.0896268151772235
142716,121500,-19952,6.089615076182839
213107,135000,-22169,6.089584555009247
417727,135000,-22169,6.089584555009247
418295,135000,-22169,6.089584555009247
417126,111600,-18327,6.089376330004911
161991,85500,-14041,6.089309878213802
195135,67500,-11085,6.089309878213802
215842,144000,-23648,6.089309878213802
235931,135000,-22170,6.089309878213802
238456,135000,-22170,6.089309878213802
344204,90000,-14780,6.089309878213802
411395,126000,-20692,6.089309878213802
444738,126000,-20692,6.089309878213802
447162,135000,-22170,6.089309878213802
258333,135000,-22171,6.0890352261963825
142983,121500,-19954,6.08900471083492
198887,90000,-14781,6.088897909478384
257979,90000,-14781,6.088897909478384
401941,90000,-14781,6.088897909478384
422984,90000,-14781,6.088897909478384
450390,90000,-14781,6.088897909478384
148810,144450,-23724,6.0887708649468895
201389,67500,-11086,6.088760598953635
349100,135000,-22172,6.088760598953635
130915,121500,-19955,6.088699574041594
142476,112500,-18477,6.088650754992694
280757,112500,-18477,6.088650754992694
433418,112500,-18477,6.088650754992694
402899,108000,-17738,6.0886232946217165
352287,103500,-16999,6.088593446673333
351067,99000,-16260,6.088560885608856
181459,135000,-22173,6.088485996482208
201860,135000,-22173,6.088485996482208
272337,135000,-22173,6.088485996482208
242517,85050,-13969,6.088481637912521
122375,112500,-18478,6.088321246888191
294151,112500,-18478,6.088321246888191
324384,112500,-18478,6.088321246888191
267119,67500,-11087,6.08821141877875
190609,126000,-20696,6.0881329725550835
141854,132075,-21694,6.088088872499308
218862,112500,-18479,6.087991774446669
329080,135000,-22175,6.08793686583991
357507,135000,-22175,6.08793686583991
145501,112500,-18480,6.087662337662338
145567,135000,-22176,6.087662337662338
262597,135000,-22176,6.087662337662338
314569,112500,-18480,6.087662337662338
404886,67500,-11088,6.087662337662338
281809,108000,-17741,6.0875937094865
323561,144000,-23655,6.087507926442613
365968,81000,-13306,6.0874793326318954
153242,117000,-19220,6.087408949011446
407214,135000,-22177,6.0873878342426835
380708,76500,-12567,6.087371687753641
359192,112500,-18481,6.087332936529409
420403,112500,-18481,6.087332936529409
152086,90000,-14785,6.08725059181603
257461,90000,-14785,6.08725059181603
388156,67500,-11089,6.0871133555776
156281,99000,-16264,6.0870634530250864
169223,112500,-18482,6.087003571042095
275942,112500,-18482,6.087003571042095
298412,76500,-12568,6.086887332908975
149138,135000,-22179,6.086838901663736
179563,135000,-22179,6.086838901663736
184922,90000,-14786,6.086838901663736
203263,135000,-22179,6.086838901663736
282458,135000,-22179,6.086838901663736
296211,90000,-14786,6.086838901663736
330677,135000,-22179,6.086838901663736
398878,90000,-14786,6.086838901663736
446736,135000,-22179,6.086838901663736
167865,58500,-9611,6.086775569659765
390246,117000,-19222,6.086775569659765
207645,99000,-16265,6.086689209960037
310246,135000,-22180,6.086564472497746
328137,67500,-11090,6.086564472497746
156114,90000,-14787,6.086427267194157
238228,90000,-14787,6.086427267194157
154550,112500,-18484,6.086344946981173
268351,135000,-22181,6.0862900680762815
291435,135000,-22181,6.0862900680762815
323256,130500,-21442,6.086185990112862
423901,117000,-19224,6.086142322097379
236326,81000,-13309,6.086107145540612
123726,126000,-20703,6.086074481959137
205715,135000,-22182,6.086015688395997
249751,112500,-18485,6.086015688395997
258902,90000,-14788,6.086015688395997
426588,112500,-18485,6.086015688395997
378245,121500,-19964,6.085954718493288
367761,130500,-21443,6.085902159212797
329127,117000,-19225,6.085825747724317
396162,117000,-19225,6.085825747724317
153516,141750,-23292,6.085780525502319
255601,135000,-22183,6.085741333453545
103883,103500,-17007,6.0857294055388955
113171,112500,-18486,6.085686465433301
322011,112500,-18486,6.085686465433301
367487,90000,-14789,6.085604165257962
383042,90000,-14789,6.085604165257962
296772,139500,-22923,6.0855908912446015
123445,126000,-20705,6.085486597440232
250268,76500,-12571,6.085434730729457
417348,76500,-12571,6.085434730729457
382308,112500,-18487,6.085357278087304
307532,121500,-19966,6.0853450866473
294040,130500,-21445,6.085334576824435
164876,126000,-20706,6.085192697768763
277495,81000,-13311,6.085192697768763
341756,90000,-14790,6.085192697768763
354062,135000,-22185,6.085192697768763
386621,121500,-19967,6.085040316522262
142113,112500,-18488,6.085028126352229
242392,59049,-9704,6.085016488046167
286752,153000,-25144,6.084950684059815
195901,135000,-22186,6.084918417019742
402605,135000,-22186,6.084918417019742
102874,90000,-14791,6.084781285917112
331012,90000,-14791,6.084781285917112
445049,90000,-14791,6.084781285917112
142891,81000,-13312,6.084735576923077
216235,112500,-18489,6.084699010222295
367612,112500,-18489,6.084699010222295
429722,72000,-11833,6.084678441646243
348963,103500,-17010,6.084656084656085
180047,135000,-22187,6.084644160995177
359500,126000,-20708,6.084604983581225
386869,120150,-19747,6.08446852686484
323818,76500,-12573,6.0844667143879745
117412,144000,-23667,6.084421346178223
109752,112500,-18490,6.084369929691725
174005,112500,-18490,6.084369929691725
174709,135000,-22188,6.084369929691725
448318,90000,-14792,6.084369929691725
290271,103500,-17011,6.084298395156075
135994,81000,-13313,6.084278524750244
207345,81000,-13313,6.084278524750244
259406,135000,-22189,6.084095723106044
283287,112500,-18491,6.084040884754746
182328,90000,-14793,6.083958629081322
274742,90000,-14793,6.083958629081322
209455,135000,-22190,6.083821541234791
237035,112500,-18492,6.083711875405581
244067,112500,-18492,6.083711875405581
307370,112500,-18492,6.083711875405581
332561,112500,-18492,6.083711875405581
336967,112500,-18492,6.083711875405581
440553,130500,-21451,6.083632464686961
136537,135000,-22191,6.083547384074625
193435,135000,-22191,6.083547384074625
272739,135000,-22191,6.083547384074625
386530,121500,-19972,6.08351692369317
431749,112500,-18493,6.0833829016384575
108189,99000,-16274,6.0833230920486665
214665,135000,-22192,6.083273251622206
261793,135000,-22192,6.083273251622206
309252,67500,-11096,6.083273251622206
380902,121500,-19973,6.0832123366544835
197738,90000,-14795,6.083136194660359
350269,144000,-23672,6.083136194660359
433366,90000,-14795,6.083136194660359
139898,112500,-18494,6.083053963447605
172418,112500,-18494,6.083053963447605
331791,112500,-18494,6.083053963447605
441902,112500,-18494,6.083053963447605
196485,76500,-12576,6.083015267175573
326666,85500,-14056,6.082811610700057
113603,135000,-22194,6.082725060827251
200678,112500,-18495,6.082725060827251
218334,135000,-22194,6.082725060827251
226430,112500,-18495,6.082725060827251
249575,90000,-14796,6.082725060827251
371166,90000,-14796,6.082725060827251
100843,117000,-19235,6.082661814400832
164937,144000,-23674,6.082622286052209
298318,144000,-23674,6.082622286052209
408590,130500,-21455,6.082498252155674
113728,135000,-22195,6.082451002478035
125434,135000,-22195,6.082451002478035
106420,112500,-18496,6.082396193771626
251776,112500,-18496,6.082396193771626
122024,90000,-14797,6.082313982564033
134597,135000,-22196,6.0821769688232115
155683,135000,-22196,6.0821769688232115
162271,67500,-11098,6.0821769688232115
288817,135000,-22196,6.0821769688232115
430826,67500,-11098,6.0821769688232115
448212,135000,-22196,6.0821769688232115
313483,112500,-18497,6.082067362274963
408472,112500,-18497,6.082067362274963
413611,112500,-18497,6.082067362274963
341974,76500,-12578,6.082048020352997
346834,126000,-20717,6.081961673987546
412767,85500,-14058,6.081946222791293
232637,90000,-14798,6.08190295985944
